Item Classification,Item Type,Item ID,Item ID,SOP# or item shortname convention,Course Title (include Site),Revision Number,"Revision Date
(dd/mmm/yyyy)",Course Description,Domain,Assignment Type,"Approval Date 
(dd/mmm/yyyy)",Item Category,Item Sub-type,Version,Initial Number,Initial Period,Initial Basis,Content Item Link,Content Item ID,Status Check - AB,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0030,LSG-BED-QA-0030,QA-0030,SAP-Inspection set up  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0031,LSG-BED-QA-0031,QA-0031,SAP-Naming Convention of Documents & Parts  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0032,LSG-BED-QA-0032,QA-0032,SAP-Obsolescence of Documents  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0033,LSG-BED-QA-0033,QA-0033,SAP-Obsolescence of Parts  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0034,LSG-BED-QA-0034,QA-0034,SAP-Part Revision  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0035,LSG-BED-QA-0035,QA-0035,SAP-Report Generation related to the ECO process only  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0036,LSG-BED-QA-0036,QA-0036,SAP-Routing changes  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0037,LSG-BED-QA-0037,QA-0037,SAP-Routing creation  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0038,LSG-BED-QA-0038,QA-0038,Super User Training with Diana Owen  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qaeral - W 1asic training up creating  Led  We training requirements,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0039,LSG-BED-QA-0039,QA-0039,Workflow process-trigger the workflow for new parts  (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA Qauctor-Ledrts -,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QA-0040,LSG-BED-QA-0040,QA-0040,Lead Auditor Certification (Bedford and Chelmsford MA Sites),1,14-Feb-25,QA - Course can be taken thru BSI. Requires Internal Auditor training and experience prior to taking.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PPI-0001,LSG-BED-PPI-0001,PPI-0001,Bedford 5S Training - Internal (Bedford and Chelmsford MA Sites),1,14-Feb-25,Offered periodically to new employees or as a refresher but may be requested.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0001,LSG-BED-GEN-0001,GEN-0001,Hololens/Altoura Setup (Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training session will be to ensure Altoura app is installed on your computer, creation of avatar, practice using headset",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0002,LSG-BED-GEN-0002,GEN-0002,OJT Trainer-the-Trainer Intro Session (Bedford and Chelmsford MA Sites),1,14-Feb-25,Previously offered a virtual training with external partner. Internal offering includes presentations with frequent discussion breaks as well as touching on current trainer program updates and Q&A - 3 hours total.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,2 links,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0003,LSG-BED-GEN-0003,GEN-0003,Post Workshop TWI Job Instruction Certification Session (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Schedule time with the workshop facilitators. For this session you must have instruction card, completed job instruction breakdown sheet and a trainee volunteer that does not know how to do the job. Expectation is evident use and understanding of the methodology for implementation.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0004,LSG-BED-GEN-0004,GEN-0004,Supervisory Skills Workshop (External) (Bedford and Chelmsford MA Sites),1,14-Feb-25,*Limited Offering with external vendor,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0005,LSG-BED-GEN-0005,GEN-0005,TWIST Intro for Supervisors (Bedford and Chelmsford MA Sites),1,14-Feb-25,"This is the shortened version 3-Day intro to TWIST for Supervisors to get exposure to the TWI job instruction methodology to better understand expectations of team trainers and time required for prep and execution of training in order to better select team members to nominate for this important role. There will be focus on training as a strategy approach with proper scheduling, evaluation of needs and planning.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0006,LSG-BED-GEN-0006,GEN-0006,TWIST Workshop (Bedford and Chelmsford MA Sites),1,14-Feb-25,Training consists of five 2-hr sessions. All participants are expected to do a practice demo during the workshop and complete a certification session post completion.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0007,LSG-BED-GEN-0007,GEN-0007,5S and Visual Workplace (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Offered through MA training grant with Quality Supply Group instruction.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0008,LSG-BED-GEN-0008,GEN-0008,Advanced Design Of Experiment (DOE) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Offered by external vendor QSG as part of the MA state grant program. Limited availability.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0009,LSG-BED-GEN-0009,GEN-0009,Advanced Process Validation (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,External vendor led training. Offered thru MA state grant. Limited availability - inquire before assigning or requesting.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0010,LSG-BED-GEN-0010,GEN-0010,Basic Data Mining w/Minitab (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training offered as part of the MA Training State Program. Limited offering.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0011,LSG-BED-GEN-0011,GEN-0011,Basic Problem Solving (8HR) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Vendor facilitated training. Offer is limited through QSG MA state grant. 8 hour training.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0012,LSG-BED-GEN-0012,GEN-0012,Batch Record Review (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Class was offered as part of the MA state training grant program.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0013,LSG-BED-GEN-0013,GEN-0013,Best Documentation Practices (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training offered thru our MA state grant with partnership with QSG. Limited availability - please reach out to training coordinator before assigning to team members.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0014,LSG-BED-GEN-0014,GEN-0014,Coaching & Effective Feedback (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Part of the MA Grant training program with GrowthCo. This training is focused to those in manager, supervisory or leader (direct or indirect) roles.
Pre-work Required: 
Session 1 Prework: All attendees  - please bring to the first session:
Throughout the training we will be discussing real-world situations they experience at Thermo Fisher Scientific and they will apply the tools, concepts, and processes from the training with those real-world situations. So, participants are asked to arrive with two-three examples of times when it is difficult for them to deliver feedback to use during our large group discussions as well as during small break-out activities (names and other personally identifying information shall be kept strictly confidential). 
Please print the attached guide and bring with you to the class.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0015,LSG-BED-GEN-0015,GEN-0015,Communication Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training provided by Quality Support Group. Scheduled based on availability.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0016,LSG-BED-GEN-0016,GEN-0016,Conflict Resolution (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Limited training offered. Conducted by QSG training partners.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0017,LSG-BED-GEN-0017,GEN-0017,Content: Train the Trainer (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Limited offering. Focus on adult learning principles, training approach determination and content development for self-paced and classroom content - will touch on facilitation.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0018,LSG-BED-GEN-0018,GEN-0018,Developing High Performance Teams (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Offered through training partner GROWTH Co as part of our MA state grant offerings. Training is intended for those that manage others in some capacity: Manager/Supervisor, team lead, project manager, etc.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0019,LSG-BED-GEN-0019,GEN-0019,DMAIC (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"DMAIC is an acronym that stands for Define, Measure, Analyze, Improve, and Control. It represents the five phases that make up the process: Define the problem, improvement activity, opportunity for improvement, the project goals, and customer (internal and external) requirements.
This class is offered on a limited bases. Please inquire prior to assigning.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0020,LSG-BED-GEN-0020,GEN-0020,Effective Problem Solving (16 HR) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Vendor facilitated training. Offer is limited through QSG MA state grant. 16 hour training.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0021,LSG-BED-GEN-0021,GEN-0021,FMEA Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training may be offsite or scheduled onsite. Class requires Supervisor and department funding approval.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0022,LSG-BED-GEN-0022,GEN-0022,Gauge Repeat-ability and Reproducibility (G R&R) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Class requires Supervisor and department funding approval. Only offered once a year on average or as needed basis and instructed by an external vendor.
This is a concept used to statistically evaluate different types of variance recorded in a measurement and compare them with the overall variability recorded to determine the integrity of the measurement system being used.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0023,LSG-BED-GEN-0023,GEN-0023,Intro to Design of Experiments (DOE) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Vendor facilitated training. Offer is limited through QSG MA state grant.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0024,LSG-BED-GEN-0024,GEN-0024,Investigation and Effective CAPA Systems Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Use link provided to register. Requires Manager/Supervisor approval.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,http://bec-global.com/,LSG-BED-GEN-0024-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0025,LSG-BED-GEN-0025,GEN-0025,ISO13485 Internal Auditor Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Requires QA Manager approval prior to assigning. Training for developing site internal audit team members only.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0026,LSG-BED-GEN-0026,GEN-0026,ISO13485 Overview (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,This is a 4 hour virtual training session on ISO13485 standards. Offered through QSG at limited availability.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0027,LSG-BED-GEN-0027,GEN-0027,Leadership Awareness (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training offered through our MA state grant training partner GROWTH Co. with limited availability. Training is intended for emerging leaders focus.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0028,LSG-BED-GEN-0028,GEN-0028,Leading Change (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Change Management training offered through MA state training grant and QSG. Limited offering.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0029,LSG-BED-GEN-0029,GEN-0029,Leading without Authority (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Offered as part of our MA grant approved program series during select dates for onsite classroom style training.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0030,LSG-BED-GEN-0030,GEN-0030,Mainsaver 12.9 (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training is for general user of system - both facilities and maintenance technicians.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0031,LSG-BED-GEN-0031,GEN-0031,Mainsaver Admin (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Conducted by Mainsaver. For Facilities and Maintenance system admins.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0032,LSG-BED-GEN-0032,GEN-0032,Measurement Systems Analysis (MSA) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,*Offered through MA state grant partnership with QSG. Requires Minitab software on laptop and previous training in SPC.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0033,LSG-BED-GEN-0033,GEN-0033,Meeting Management (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training is offered through our MA training grant program on a biannual basis with the Quality Support Group.
The training will cover:
*Determining your vision, purpose, plan and which people to include
*Choosing the right setup and establishing the right tone 
*How to prepare better than just showing up 
*7 tips to stay on target
*Dealing with difficult situations and conflict
*Ensuring all meeting attendees can/do actively participate  
*9 tips to spark creativity 
*Leaving a meeting with goals & objectives 
*Running Effective Team Meetings 
*Preparing for and running meetings that include virtual staff
	Accountability 
o	Setting expectations before the meeting
o	Coming to meetings prepared (both meeting leads and attendees)
o	Being on time
o	Being present in the meeting with no distractions (don't have cell phones or laptops open)
o	Completing actions after the meeting
	We will look to answer the questions 
o	Do we have too many meetings? 
o	Can we resolve issues in another way? 
o	Do we need to reset meeting times 25/45 min meetings",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0034,LSG-BED-GEN-0034,GEN-0034,Minitab - Essentials 1 (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Training may be offsite or scheduled onsite. For offsite class availability, use link provided. Class requires Supervisor and department funding approval. Current preference is to take the pharma series course. ",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,http://www.cvent.com/events/Calendar/Calendar.aspx?cal=3d965afd-f6ee-4bd7-9789-4c0831bf3520,LSG-BED-GEN-0034-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0035,LSG-BED-GEN-0035,GEN-0035,Minitab - Essentials 2 (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Training may be offsite or scheduled onsite. For offsite class availability, use link provided. Class requires Supervisor and department funding approval. Current preference is to take the pharma series course. ",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,http://www.cvent.com/events/Calendar/Calendar.aspx?cal=3d965afd-f6ee-4bd7-9789-4c0831bf3520,LSG-BED-GEN-0035-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0036,LSG-BED-GEN-0036,GEN-0036,Minitab - Statistical Quality (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Training may be offsite or scheduled onsite. For offsite class availability, use link provided. Class requires Supervisor and department funding approval. Current preference is to take the pharma series course. ",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,http://www.cvent.com/events/Calendar/Calendar.aspx?cal=3d965afd-f6ee-4bd7-9789-4c0831bf3520,LSG-BED-GEN-0036-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0037,LSG-BED-GEN-0037,GEN-0037,Powerful Presentation Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Training offered thru our MA state grant with partnership with QSG. Limited availability - please reach out to training coordinator before assigning to team members.
Where to Begin
 2 hours
*	Understand and adapt to your audience
*	Determine your presentation purpose
*	Carve out your main points
*	Create compelling content
Connecting with Your Audience
2 hours
*	Plan and gain control of the environment
*	Open with gusto
*	Show the audience the path forward
*	Build credibility
Delivering a Powerful Message
 2 hours
*	Watch your language
*	Speaking habits, the good, bad and ugly
*	Vary vocals, tune into tone
*	Beware of body language
*	Telling the story with impact
The Final Touch
 2 hours
*	Using notes and audiovisual aids
*	Avoiding Death by PowerPoint
*	Dealing with nerves
*	Preparing for the unexpected
*	Managing the crowd
*	Closing strong",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0038,LSG-BED-GEN-0038,GEN-0038,Principles of Managing Operations (PMO) 24 hrs (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Limited offering through QSG,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0039,LSG-BED-GEN-0039,GEN-0039,Process Mapping (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,16 hour class offered thru QSG. Limited offering. Please check to see if any upcoming opportunities before assigning/requesting.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0040,LSG-BED-GEN-0040,GEN-0040,Process Validation Training (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,This is a 3 full day training workshop offered as part of our MA grant and will be offered based on availability of the program.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0041,LSG-BED-GEN-0041,GEN-0041,Project Management (16 Hours) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training offered with limited availability through MA state grant. Training to cover project management principles as well as MS Project introduction.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0042,LSG-BED-GEN-0042,GEN-0042,Risk Management (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,This is a full day training workshop offered as part of our MA grant and will be offered based on availability of the program.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0043,LSG-BED-GEN-0043,GEN-0043,Standard Work (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Workshop training offered thru QSG as part of MA state grant. Limited time offering.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0044,LSG-BED-GEN-0044,GEN-0044,Statistical Concepts (SPC) (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"Class requires Supervisor and department funding approval. Only offered once a year on average or as needed basis and instructed by an external vendor.
This two-day course teaches the proper application of the basic tools and then the intermediate statistical theory, concepts and techniques needed to compliment or enhance a statistical process control system in your organization. You will learn how to collect and analyze data to produce meaningful conclusions about your processes and how to improve them. You will also learn about process capability studies and construct statistical process control charts for processes with outputs measured with variables data (or measurements), attributes(defectives) and counts(defects) data as well as how to take or recommend appropriate action based on the results of your analysis.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0045,LSG-BED-GEN-0045,GEN-0045,Straight Talk (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Communication course offered through MA state grant partnership. Limited Offering.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0046,LSG-BED-GEN-0046,GEN-0046,Supply Chain Management (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"24 Hour course on Supply Chain Management principles. Offered through QSG, partners in MA state grant offerings. Limited offering.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0047,LSG-BED-GEN-0047,GEN-0047,Team Building (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training is offered through our MA training grant program with the Quality Support Group. Topics include:
*	Understanding Team Dynamics 
*	Stages of Team Development 
*	Managing Conflict on Teams 
*	Communication
*	Leveraging Differences",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-GEN-0048,LSG-BED-GEN-0048,GEN-0048,Technical Writing (External)(Bedford and Chelmsford MA Sites),1,14-Feb-25,Training provided by external training company Pathwise.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-DIST-0001,LSG-BED-DIST-0001,DIST-0001,Distribution EHS Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,Classroom consists as a tour with assigned Distribution buddy to complete the EHS Distribution safety checklist specific to job role.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,Distribution EHS Checklist 2 (1).doc,LSG-BED-DIST-0001-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-MTN-0001,LSG-BED-MTN-0001,MTN-0001,Maintenance - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,Classroom consists as a tour with assigned team buddy to complete the EHS Distribution safety checklist specific to job role.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,Maintenance EMPLOYEE EHS CHECKLIST (1).docx,LSG-BED-MTN-0001-C01,,
Instructor-Led,Demonstrated Skill Assessment (SKILL),LSG-BED-MTN-0002,LSG-BED-MTN-0002,MTN-0002,Scissor Lift 3a Operator Certification (Bedford and Chelmsford MA Sites),A,5-Dec-25,This is a hands on in-person practical to demonstrate knowledge for completing daily checklist and driving practice/competency for certification. Completion of the online course is required pre-requisite.,BED,Required (REQ),12/5/2025,LSG (LSG),Skill Assessment,A,395,Days,Event,,,,
Instructor-Led,Demonstrated Skill Assessment (SKILL),LSG-BED-MTN-0003,LSG-BED-MTN-0003,MTN-0003,Scissor Lift 3a Operator RECERT (Bedford and Chelmsford MA Sites),A,6-Dec-25,This is a hands on in-person practical to demonstrate knowledge for completing daily checklist and driving practice/competency for certification. Completion of the online course is required pre-requisite.,BED,Required (REQ),12/6/2025,LSG (LSG),Skill Assessment,A,1095,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PILO-0001,LSG-BED-PILO-0001,PILO-0001,Pilot Plant - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For Pilot Plant - EHS New Employee Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,Pilot Plant.doc,LSG-BED-PILO-0001-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PILO-0002,LSG-BED-PILO-0002,PILO-0002,Pilot Plant Hoist(Bedford MA Site),1,14-Feb-25,Training for Pilot Plant Hoist,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-MFG-0001,LSG-BED-MFG-0001,MFG-0001,JLG Manual Lift Operation (Bedford and Chelmsford MA Sites),1,14-Feb-25,Training to cover how to safely use and operate the EcoLift70,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
