Curriculum ID,Curriculum Title,Security Domain,Curriculum Type,Basis Date,Subsequent Failures Reset Curriculum Status,Active,Curriculum Description
CUR-LSG-BED-MSE-0009,MSE New Employee (Bedford MSE),BED,,,No,Yes,Collection of basic training for those new to the MSE group.
CUR-LSG-BED-MSE-0010,Validation (Bedford MSE),BED,,,No,Yes,An overview of the techniques and tools required for preparing and executing validation of proposed process changes in a manufacturing environment for those in MSE group.
CUR-LSG-BED-MSE-0011,Risk Assessment/Management (Bedford MSE),BED,,,No,Yes,
CUR-LSG-BED-MSE-0013,Spectramax Microplate Reader Calibration (Bedford MSE),BED,,,No,Yes,"This training is intended to be used by designated personnel to calibrate the Molecular Device Spectramax Microplate Reader on a quarterly basis to ensure proper function of the instrument. This training is applicable for microplate readers of the Spectramax M2, M5, M5e or ABS model."
CUR-LSG-BED-MSE-5001,MSE Team Intro Curriculum (Bedford MSE),BED,,,No,Yes,Curriculum covers MSE basic trainings all department employees will need to take following onboarding training completion.
CUR-LSG-BED-MSE-5002,MSE Operational Support Curriculum (Bedford MSE),BED,,,No,Yes,Curriculum intended for those supporting manufacturing efforts. This includes line clearance and training content creation.
CUR-LSG-BED-MSE-5003,Statistical Analysis Curriculum (Bedford),BED,,,No,Yes,"Curriculum consists of a collection of external vendor supported trainings (Basic Data Mining w/Minitab, DOE, MSA, Minitab, SPC). Reach out to site Training Manager prior to assigning to ensure funding and scheduling of training is available. Trainings are available individually for assignment"
CUR-LSG-BED-MSE-5004,Risk Assessment Facilitation (Bedford MSE),BED,,,No,Yes,Curriculum intended for those supporting risk assessment. Includes external vendor supported training. Reach out to site Training Manager prior to assigning to ensure funding and scheduling of training is available. 
CUR-LSG-BED-MSE-5005,Validation/SOP Author (Bedford MSE),BED,,,No,Yes,Curriculum intended for those responsible for performing validation duties and writing associated documentation through approval processes. Includes external vendor supported training. Reach out to site Training Manager prior to assigning to ensure funding and scheduling of training is available. 
CUR-LSG-BED-MSE-5006,Investigation (Bedford MSE),BED,,,No,Yes,Curriculum intended for those responsible for leading CAPA/Deviation investigations.
CUR-LSG-BED-MSE-5007,MSAT Chemistry Team Intro Curriculum (Bedford Chemistry),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum intended for those working in the MSAT chemistry team across Bedford and Chelmsford locations.
"
CUR-LSG-BED-MTN-0018,BED/CHM  Vacuum Pump Operation (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTN-0019,BED/CHM 0.5M Nutsche Interlock Challenge PM (Bedford Maintenance),BED,,,No,Yes,Annual verification of all .5m Nutch safety interlocks
CUR-LSG-BED-MTN-0020,BED/CHM 0.5M Nutsche Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Completion of this role also covers Monthly and Annual PMs: Trainer to review PM differences and train to these differences using other existing roles
CUR-LSG-BED-MTN-0021,BED/CHM 1M Nutsche Interlock Challenge PM (Bedford Maintenance),BED,,,No,Yes,Annual verification of all 1m Nutch safety interlocks
CUR-LSG-BED-MTN-0022,BED/CHM 1M Nutsche Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Completion of this role also covers Monthly and Annual PMs: Trainer to review PM differences and train to these differences using other existing roles
CUR-LSG-BED-MTN-0023,BED/CHM Agitator Shaft Change (Bedford Maintenance),BED,,,No,Yes,"How to change the seal for the EP waste tank, organic phase reactor tank, and sonication vessel"
CUR-LSG-BED-MTN-0024,BED/CHM Diaphragm Pump Annual PM (Bedford Maintenance),BED,,,No,Yes,"Annual preventative maintenance on air operated diaphragm pumps. Completion of this role also covers Monthly and Quarterly PMs: Covers all waste streams, pump sizes and locations."
CUR-LSG-BED-MTN-0025,BED/CHM Dry-Mate Training (Bedford Maintenance),BED,,,No,Yes,Hands on training - requires spare kit
CUR-LSG-BED-MTN-0026,BED/CHM Dryer Annual PM (Bedford Maintenance),BED,,,No,Yes,"Annual preventative maintenance on POROS process dryers. Completion of this role also covers Monthly, Quarterly and Semi-annual PMs: Trainer to review PM differences and train to these differences across all dryers at facility."
CUR-LSG-BED-MTN-0027,BED/CHM Glass Lined Vessel Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Completion of this role also covers Monthly and Annual PMs: Trainer to review PM differences and train to these differences using other existing roles
CUR-LSG-BED-MTN-0028,BED/CHM Maintenance New Employee (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTN-0029,BED/CHM Mixing Vessel Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Completion of this role also covers Annual PM: Trainer to review PM differences and train to these differences using other existing roles
CUR-LSG-BED-MTN-0030,BED/CHM Oil Analysis PM (Bedford Maintenance),BED,,,No,Yes,This role covers collecting oil samples from gear box and hydraulic packs on all equipment and sending these sampling out for analysis.
CUR-LSG-BED-MTN-0031,BED/CHM Peristaltic Pump Annual PM (Bedford Maintenance),BED,,,No,Yes,Annual preventative maintenance on peristaltic style process pumps. Covers lab pumps as well as waste water chemical addition pumps.
CUR-LSG-BED-MTN-0032,BED/CHM RTD Probe Verification (Bedford Maintenance),BED,,,No,Yes,Full understanding of how to verify the RTD probes are working properly.
CUR-LSG-BED-MTN-0033,BED/CHM RTD Removal/Installation (Bedford Maintenance),BED,,,No,Yes,How to properly remove and install an RTD into a vessel
CUR-LSG-BED-MTN-0034,BED/CHM Rupture Disk Change (Bedford Maintenance),BED,,,No,Yes,"Replacement of vent line rupture disks, this role covers all rupture disks across all equipment"
CUR-LSG-BED-MTN-0035,BED/CHM Seal Status Monitoring (Bedford Maintenance),BED,,,No,Yes,Weekly preventative maintenance to inspect POROS vessel mechanical seals.
CUR-LSG-BED-MTN-0036,BED/CHM Solvent Line Leak Inspection (Bedford Maintenance),BED,,,No,Yes,Weekly safety walks through 2 Preston CT to identify any leaks or issues related to the tank farm and solvent delivery lines.
CUR-LSG-BED-MTN-0037,BED/CHM Steri Nutsche Slurry Valve Maintenance (Bedford Maintenance),BED,,,No,Yes,"Guidance for cleaning, rebuilding and reinstalling of Strahman slurry valves on Steri Nutsches"
CUR-LSG-BED-MTN-0038,BED/CHM TCU Pump Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Quarterly preventative maintenance on temperature control unit centrifugal pumps. Covers all locations.
CUR-LSG-BED-MTN-0039,BED/CHM TREX Communicator Trim Calibration (Bedford Maintenance),BED,,,No,Yes,A full understanding of how to calibrate RTD probes with the Trex Communicator
CUR-LSG-BED-MTN-0040,BED/CHM Vent Condenser Cold Glycol Temp Trending (Bedford Maintenance),BED,,,No,Yes,Weekly preventative maintenance to verify cold glycol temperatures supplied to the POROS vent condenser.
CUR-LSG-BED-MTN-0041,BED/CHM Waste Pump Leak Inspection (Bedford Maintenance),BED,,,No,Yes,Weekly safety inspection of all organic diaphragm pumps in Process areas. Used to identify any issues that could result in solvent spills.
CUR-LSG-BED-MTN-0053,Delta V - Beginner (Bedford Maintenance),BED,,,No,Yes,A userID for Delta V is given via a maintenance service request (with proof of training completion / signature of supervisor).
CUR-LSG-BED-MTN-0054,Delta V Change Control (Bedford Maintenance),BED,,,No,Yes,Required for those part of the Delta V change management committee
CUR-LSG-BED-MTN-0055,LEL Meter Verification (Bedford Maintenance),BED,,,No,Yes,Verification of proper function and accuracy of EKI Eagle LEL Meter.
CUR-LSG-BED-MTN-0056,"Scissor Lift Safety Certification (Bedford Maintenance)
",BED,,,No,Yes,"Facilities and Maintenance team required training to be completed in first year of hire. This intermediate level training covers scissor lift inspections, operation, safety precautions and general equipment information. Online portion must be completed prior to in-person hands on practice and skill assessment. Certification expires every 3 years.
To get registered for the Scissor Lift 3a Operator Certification or Recertification - Blended course, you must reach out to your Facilities/Maintenance Manager who is responsible for contacting United Rentals Academy (uarep@ur.com; 844-222-2345; customer# 6400278) to request quote specifying each employee participant w/employee's work email and set up payment. Once this is complete, you will be sent instructions via email to login to setup account to access/start online portion. Once online course is completed, be sure to contact your Facilities/Maintenance Manager to schedule the onsite practical certification session."
CUR-LSG-BED-MTN-5001,BED Maintenance Team Intro Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers Maintenance basic trainings all department employees will need to take following onboarding training completion. Assessment of performance following completion will assist in determining specialty training path curriculums assigned for next steps in development.
CUR-LSG-BED-MTN-5002,CHM Maintenance Team Intro Curriculum (Bedford Maintenance),BED,,,No,Yes,"Curriculum covers Maintenance basic trainings all department employees will need to take following onboarding training completion. Assessment of performance following completion will assist in determining specialty training path curriculums assigned for next steps in development.
"
CUR-LSG-BED-MTN-5003,1.0/1.1M Nutsche Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for 1.0/1.1M Nutsches
CUR-LSG-BED-MTN-5004,0.5M Nutsche Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for 0.5M Nutsches
CUR-LSG-BED-MTN-5005,Glass Lined Vessels Curriculum (Bedford Maintenance),BED,,,No,Yes,"Curriculum covers maintenance tasks for glass lined vessels
"
CUR-LSG-BED-MTN-5006,BED Maintenance Specialty Tasks Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance specialty tasks
CUR-LSG-BED-MTN-5007,CHM Maintenance Specialty Tasks Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance specialty tasks
CUR-LSG-BED-MTN-5008,Mixing Vessels Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for mixing vessels
CUR-LSG-BED-MTN-5009,Dryers Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for tumble dryers
CUR-LSG-BED-MTN-5010,Weekly PMs Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for weekly PMs
CUR-LSG-BED-MTN-5011,Pilot Plant Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for Pilot Plant
CUR-LSG-BED-MTN-5012,BED Waste Water Curriculum (Bedford Maintenance),BED,,,No,Yes,"Curriculum covers maintenance tasks for 1waste water system
"
CUR-LSG-BED-MTN-5013,Pumps Curriculum (Bedford Maintenance),BED,,,No,Yes,Curriculum covers maintenance tasks for pumps
CUR-LSG-BED-MTNB-0001,BED 2 Preston Employees (ALL) (Bedford Maintenance),BED,,,No,Yes,"This training is intended for all employees of 2 Preston Court, Bedford MA. Includes POROS production, QC, Distribution, Maintenance, Security, Pilot Plant, and Supervisory personnel that reside on location."
CUR-LSG-BED-MTNB-0002,BED 2 Preston Lift Procedure (Bedford Maintenance),BED,,,No,Yes,This training module covers the proper techniques for transferring items to/from penthouse to/from lower level floor.
CUR-LSG-BED-MTNB-0003,BED 2 Preston Penthouse Leak Containment Berm (Bedford Maintenance),BED,,,No,Yes,"This training should cover location of berm, alarm types, response to alarms."
CUR-LSG-BED-MTNB-0004,BED 2P Acid V-1671 Draining and Rinsing,BED,,,No,Yes,Performed when there is maintenance being done on the inside of the tank or the butterfly valve. Training to cover steps to complete as well as how to perform safely.
CUR-LSG-BED-MTNB-0005,BED 2P Plant Startup (Bedford Maintenance),BED,,,No,Yes,"This training is to cover plant restart steps in order to return the 2 Preston Ct. Bedford, MA Thermo Fisher Scientific facility back to operational capacity after a plant shutdown, power outage, or other cause that would render the building inoperable. The intention is to be able to hand the plant back to Manufacturing after an outage event occurs in a timely, reliable, and consistent manner."
CUR-LSG-BED-MTNB-0006,BED Budzar TCU Annual PM (Bedford Maintenance),BED,,,No,Yes,Annual preventative maintenance on Budzar temperature control unit in the pilot plant area. Completion of this role also covers the Quarterly PM.
CUR-LSG-BED-MTNB-0007,BED Install of Nutsche Screen Hardware (Bedford Maintenance),BED,,,No,Yes,Proper installation of screen hardware
CUR-LSG-BED-MTNB-0008,BED Maintenance VFD Programming (Bedford Maintenance),BED,,,No,Yes,"Training to cover basic overview information, preparation, keypad operation, and parameter information for programming Powerflex 40 Frequency drive."
CUR-LSG-BED-MTNB-0009,BED POROS Hot Glycol Filter PM (Bedford Maintenance),BED,,,No,Yes,Quarterly preventative maintenance on the hot glycol system filter housings located in the POROS suites.
CUR-LSG-BED-MTNB-0010,BED Solvent Pumps Semi-Annual PM,BED,,,No,Yes,"Semi-Annual preventative maintenance on all solvent delivery pumps (Acetone, Methanol and THF)"
CUR-LSG-BED-MTNB-0011,BED Temp/Humidity Chart Recording (Bedford Maintenance),BED,,,No,Yes,Monthly data analysis and download of site wide temperature and humidity readings in critical areas.
CUR-LSG-BED-MTNB-0012,BED V-7020 Annual PM (Bedford Maintenance),BED,,,No,Yes,Annual preventative maintenance on 30 gallon glass lined vessel located in the Pilot plant area. Competition of this roles also covers Quarterly PM
CUR-LSG-BED-MTNB-0013,BED V-7050 Annual PM (Bedford Maintenance),BED,,,No,Yes,Annual preventative maintenance on 0.1m Nutche located in the Pilot plant area. Competition of this roles also covers the Quarterly PM
CUR-LSG-BED-MTNB-0014,BED V-7060 Annual PM (Bedford Maintenance),BED,,,No,Yes,Annual preventative maintenance on 0.2m Nutche located in the Pilot plant area. Competition of this roles also covers the Quarterly PM
CUR-LSG-BED-MTNB-0015,BED Waste Water Caustic Transfer Pump PM (Bedford Maintenance),BED,,,No,Yes,Monthly preventative maintenance on the 2 Preston Ct waste water room caustic transfer pump.
CUR-LSG-BED-MTNB-0016,BED Waste Water Room PM (Bedford Maintenance),BED,,,No,Yes,"Monthly preventative maintenance on the 2 Preston Ct waste water system. Covers inspection, cleaning and testing of various system components."
CUR-LSG-BED-MTNB-0017,BED Waste Water Room Strainer PM (Bedford Maintenance),BED,,,No,Yes,Quarterly preventative maintenance on the 2 Preston Ct waste water system waste stream strainer baskets
CUR-LSG-BED-MTNC-0042,CHM 220M Waste Water Acid Addition (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTNC-0043,CHM 220M Waste Water Caustic Addition (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTNC-0044,CHM 220M Waste Water Monthly PM (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTNC-0045,CHM 220M Waste Water pH Probe Replacement (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTNC-0046,CHM 220M Waste Water Quarterly Strainer PM (Bedford Maintenance),BED,,,No,Yes,
CUR-LSG-BED-MTNC-0047,CHM Lift Station Pump Quarterly PM (Bedford Maintenance),BED,,,No,Yes,Quarterly preventative maintenance on lift station centrifugal pumps. Covers all pump locations including elutriation sump pit.
CUR-LSG-BED-MTNC-0048,CHM Maintenance Interlock and Permissive (Bedford Maintenance),BED,,,No,Yes,"Overview of Delta V interlocks, bypass log and permissive for maintenance reference in Chelmsford."
CUR-LSG-BED-MTNC-0049,CHM Maintenance Plant Restart (Bedford Maintenance),BED,,,No,Yes,Outline of the standardized order of operations to return various plant utilities and systems to normal operation at 220 Mill Road.
CUR-LSG-BED-MTNC-0050,CHM Maintenance VFD Programming (Bedford Maintenance),BED,,,No,Yes,"Training to cover basic overview information, preparation, keypad operation, and parameter information for programming Frequency drive."
CUR-LSG-BED-MTNC-0051,CHM Pfaulder Nutsche Slurry Valve Maintenance (Bedford Maintenance),BED,,,No,Yes,"Guidance for cleaning, rebuilding and reinstalling of Strahman slurry valves on Pfaudler Nutsches"
CUR-LSG-BED-MTNC-0052,CHM Solvent Pumps Semi-Annual PM (Bedford Maintenance),BED,,,No,Yes,"Semi-Annual preventative maintenance on all solvent delivery pumps ( Acetone, Methanol and THF); training to this role also applies to the quarterly PM."
CUR-LSG-BED-PILO-0001,AAV Pilot Scale CDI Activation (Bedford Pilot Plant),BED,,,No,Yes,"Provides the material needed to assist in the training for the CDI activation reaction. This includes equipment set up, starting the CDI reaction and performing the post-reaction washes."
CUR-LSG-BED-PILO-0002,AAV Pilot Scale Coupling Prep and Start (Bedford Pilot Plant),BED,,,No,Yes,"AAV 14 L Scale Coupling Buffer, Ligand Prep and Start Coupling"
CUR-LSG-BED-PILO-0003,AAV Pilot Scale Post Coupling (Bedford Pilot Plant),BED,,,No,Yes,"AAV 14 L Scale Washing, Blocking, Discharge to Carboys"
CUR-LSG-BED-PILO-0004,C450 Lab Scale Coupling Prep and RXN (Bedford Pilot Plant),BED,,,No,Yes,Process will be performed in lab scale glassware. Training will cover the operation of the lab scale equipment and process.
CUR-LSG-BED-PILO-0006,Ceric Sulfate Qualifications (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training for running Ceric Sulfate Qualification batches.
CUR-LSG-BED-PILO-0007,ClusterinClear Coupling Prep and RXN Start (PP) (Bedford Pilot Plant),BED,,,No,Yes,"Vessel prep, Coupling buffer, ligand prep and coupling reaction start"
CUR-LSG-BED-PILO-0008,ClusterinClear Pilot Scale Post Coupling (Bedford Pilot Plant),BED,,,No,Yes,"Post coupling washing, blocking reaction, transfer to cone, discharge"
CUR-LSG-BED-PILO-0009,EP250 and EP450 Qualifications (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training for running EP250 and EP450 Qualification batches.
CUR-LSG-BED-PILO-0010,Facility Cleaning (Bedford Pilot Plant),BED,,,No,Yes,Provides an outline for Facilities Cleaning within the Pilot Plant.
CUR-LSG-BED-PILO-0011,FcXP Lab Scale Coupling Prep and RXN (Bedford Pilot Plant),BED,,,No,Yes,"Training to include Lab equipment prep, Coupling buffer, ligand prep and coupling reaction start"
CUR-LSG-BED-PILO-0013,General Buffer Prep (Bedford Pilot Plant),BED,,,No,Yes,"""*Ensure training role for Glassware/Equipment General Basewashing is assigned.
Provides the material needed to assist in the training for General Buffer Prep in the Pilot Plant."""
CUR-LSG-BED-PILO-0014,General Glassware Cleaning (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training for General Glassware Cleaning in the Pilot Plant.
CUR-LSG-BED-PILO-0015,General Reactor Basewashing (Bedford Pilot Plant),BED,,,No,Yes,Will cover base washing requirements for all Pilot Plant reactors vessels.
CUR-LSG-BED-PILO-0016,Glassware/Equipment General Basewashing (Bedford Pilot Plant),BED,,,No,Yes,"Provides the material needed to assist in the training for Glassware/Equipment General Base washing in the Pilot Plant. This shall include NaOH solution make-up as well as the proper application, timing requirements and storage prior to use."
CUR-LSG-BED-PILO-0017,MMCEX Coupling (Bedford Pilot Plant),BED,,,No,Yes,"""New product introduction. Process will be performed in V-7050 with the use of the TCUs. Training
will cover the operation of the equipment with an OJT of the process."""
CUR-LSG-BED-PILO-0018,MMCEX Elutriation (Bedford Pilot Plant),BED,,,No,Yes,New product introduction. Process will be elutriated. Training will cover the operation of the equipment with an OJT of the process
CUR-LSG-BED-PILO-0019,MMCEX Washing (Bedford Pilot Plant),BED,,,No,Yes,New product introduction. Process will be performed in V-7050 with the use of the TCUs. Training will cover the operation of the equipment with an OJT of the process.
CUR-LSG-BED-PILO-0020,O2 Meter Operation (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training of the O2 Meter used in Pilot Plant manufacturing.
CUR-LSG-BED-PILO-0021,Oligo dT 1 to 10 L Scale Coupling Day(Moderna) (Bedford Pilot Plant),BED,,,No,Yes,"Provides the material needed to assist in the training of the Moderna 10L scale coupling process. This role includes ligand prep, coupling buffer prep, starting the coupling reaction and the post reaction washes."
CUR-LSG-BED-PILO-0022,Oligo dT 1 to 10L Post Coupling Washes to Carboy (Bedford Pilot Plant),BED,,,No,Yes,"Oligo dT 1 to 10 L Scale Washes, Block, Washes, and Discharge to Carboy"
CUR-LSG-BED-PILO-0023,Oligo dT Nutsche Coupling (Bedford Pilot Plant),BED,,,No,Yes,"Provides the material needed to assist in the training of the Oligo DT 30L Scale Coupling process. This role includes ligand prep, coupling buffer prep, starting the coupling reaction and the post reaction washes."
CUR-LSG-BED-PILO-0024,Oligo dT Nutsche Post-Coupling (Bedford Pilot Plant),BED,,,No,Yes,"Provides the material needed to assist in the training of the Oligo DT 30L Scale Post-Coupling process. This role includes setting up the blocking reaction, the post reaction washes, and discharge from the reactor."
CUR-LSG-BED-PILO-0025,OMEGA RDXL Temperature Logger (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training of the operation and calibration of the Omega RDXL temperature logger used in Pilot Plant.
CUR-LSG-BED-PILO-0026,Packaging and Labeling (Bedford Pilot Plant),BED,,,No,Yes,Training to cover all Pilot Plant product packaging and Labeling.
CUR-LSG-BED-PILO-0027,pH/Cond Meter Operation (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training of the operation and calibration of the pH/Conductivity Meter used in Pilot Plant manufacturing.
CUR-LSG-BED-PILO-0028,Pilot Plant Elutriation (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training of the Pilot Plant Elutriation process and equipment.
CUR-LSG-BED-PILO-0029,Pilot Plant LO/TO (Bedford Pilot Plant),BED,,,No,Yes,Provides the material needed to assist in the training of the Pilot Plant LO/TO procedures and equipment.
CUR-LSG-BED-PILO-0030,Pilot Plant New Employee (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for new employees in the Pilot Plant.
CUR-LSG-BED-PILO-0031,Pilot Plant Nutsche Cleaning (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for Pilot Plant Nutsche cleaning.
CUR-LSG-BED-PILO-0032,Polishing (Bedford Pilot Plant),BED,,,No,Yes,Training covers all Pilot Plant product polishing procedures
CUR-LSG-BED-PILO-0033,POROS AL150 4KG (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for POROS AL150 (4Kg) manufacturing process.
CUR-LSG-BED-PILO-0034,POROS Anti-A/B Coupling Start (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for the start of the POROS Anti A/B Coupling process. This role includes ligand prep and starting the coupling reaction.
CUR-LSG-BED-PILO-0035,POROS Anti-A/B Sedimentations (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for the start of the POROS Anti A/B Sedimentation process.
CUR-LSG-BED-PILO-0036,POROS Anti-A/B Washes (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for the start of the POROS Anti A/B Washing process.
CUR-LSG-BED-PILO-0037,Process Tank Operation and Cleaning (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for the operation and cleaning of the process tank used in Pilot Plant manufacturing.
CUR-LSG-BED-PILO-0038,Sample Submission (Bedford Pilot Plant),BED,,,No,Yes,Provides materials and procedures to assist in the training for Sample Submission to QC
CUR-LSG-BED-PILO-0039,Temperature Logger Operation (Bedford Pilot Plant),BED,,,No,Yes,Covers logging and offloading data
CUR-LSG-BED-PILO-0040,V-7020 Cleaning (Bedford Pilot Plant),BED,,,No,Yes,*Will require Cranes and Hoist Training for use of Pilot Plant hoist during cleaning operations
CUR-LSG-BED-PILO-0041,Lab Scale Post Coupling (Bedford Pilot Plant),BED,,,No,Yes,"Training to cover Post coupling washing, blocking reaction, transfer to cone, discharge"
CUR-LSG-BED-PILO-0042,V-7050 Cleaning (Bedford Pilot Plant),BED,,,No,Yes,
CUR-LSG-BED-PILO-5001,Pilot Plant Team Intro Curriculum (Bedford Pilot Plant),BED,,,No,Yes,Curriculum covers Pilot Plant basic trainings all department employees will need to take following onboarding training completion.
CUR-LSG-BED-PILO-5002,Raw Material Qualifications Curriculum (Bedford Pilot Plant),BED,,,No,Yes,Curriculum covers Ceric Sulfate and EP qualifications.
CUR-LSG-BED-PILO-5003,Pilot Scale AAV Curriculum (Bedford Pilot Plant),BED,,,No,Yes,"Curriculum covers AAV CDI activation, coupling prep/start, and post coupling processes."
CUR-LSG-BED-PILO-5004,Oligo dT 1 to 10L Scale Curriculum (Bedford Pilot Plant),BED,,,No,Yes,Curriculum covers coupling and post coupling processes at Pilot scale.
CUR-LSG-BED-PILO-5005,Lab Scale Ligand Products Curriculum (Bedford Pilot Plant),BED,,,No,Yes,Curriculum covers various processes for ligand products.
CUR-LSG-BED-PLAN-0001,Planning Department Documents (Bedford Planning),BED,,,No,Yes,Collection of planning documents.
CUR-LSG-BED-PLAN-0002,Materials Planning Department Documents (Bedford Planning),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Collection of documents applicable to materials planning team.
"
CUR-LSG-BED-PLAN-5001,Planning Team Intro Curriculum (Bedford Planning),BED,,,No,Yes,Curriculum covers Planning basic trainings all department employees will need to take following onboarding training completion. Assessment of performance following completion will assist in determining specialty training path curriculums assigned for next steps in development.
CUR-LSG-BED-PLAN-5002,Materials Planning Intro Curriculum (Bedford Planning),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum covers Materials Planning basic trainings all department employees will need to take following onboarding training completion. 
"
CUR-LSG-BED-PPI-0001,5S Overview (Video Only) (Bedford PPI),BED,,,No,Yes,
CUR-LSG-BED-PPI-0002,5S Standards Basics (Bedford PPI),BED,,,No,Yes,
CUR-LSG-BED-PPI-0003,Leader Standard Work (Bedford PPI),BED,,,No,Yes,"This training role will provide you with an overview of Leader Standard Work, an element of Lean Leadership. Leader Standard Work ensures that leaders engage in the right activities to enable sustainability of all of the other elements of the PPI Business System."
CUR-LSG-BED-PPI-0004,Leader Standard Work Overview (Video Only) (Bedford PPI),BED,,,No,Yes,Leader Standard Work basics recorded classroom option - may be assigned when live classroom option is not available to satisfy requirement.
CUR-LSG-BED-PPI-0005,Meeting Management (Bedford PPI),BED,,,No,Yes,Provide material that will help people run effective meetings.
CUR-LSG-BED-PPI-0007,Tiered Daily Management (Bedford PPI),BED,,,No,Yes,"Training material related to Tiered Daily Management. Content that covers how to make and maintain a visual process located in the path of the work which conveys the business objectives, process standards, and actual performance real-time while engaging everyone in solving problems to meet overall business goals. Meetings enable tiered escalations as needed."
CUR-LSG-BED-PPI-0008,Tiered Daily Management Overview (Video Only) (Bedford PPI),BED,,,No,Yes,Tiered Daily Management basics recorded classroom option - may be assigned when live classroom option is not available to satisfy requirement.
CUR-LSG-BED-PPI-0009,5S Overview (Class Workshop) (Bedford PPI),BED,,,No,Yes,Training held along with 5S improvement efforts of an area for class and hands on learning
CUR-LSG-BED-PPI-0010,Tiered Daily Management (Classroom) (Bedford PPI),BED,,,No,Yes,"Training related to Tiered Daily Management. Content that covers how to make and maintain a visual process located in the path of the work which conveys the business objectives, process standards, and actual performance real-time while engaging everyone in solving problems to meet overall business goals. Meetings enable tiered escalations as needed. Classroom led by PPI team"
CUR-LSG-BED-PROC-5001,Procurement Team Intro Curriculum (Bedford Procurement),BED,,,No,Yes,Curriculum covers Procurement basic trainings all department employees will need to take following onboarding training completion.
CUR-LSG-BED-QA-0002,New Hire Qualtiy Orientation (Bedford QA),BED,,,No,Yes,"This training will apply to all new and transfer employees supporting the Bedford and Chelmsford MA sites.
"
CUR-LSG-BED-QA-0003,Batch Record Review for MFG and QC (Bedford QA),BED,,,No,Yes,"Training intended for manufacturing Supervisors, team leads or other supporting personnel that are required to perform initial review of batch records prior to hand off to QA. Includes GDP, calculations, observations/justification, Delta V critical RXN print out and verification reviews.
"
CUR-LSG-BED-QA-0004,Iron Mountain (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0005,Customer Waiver Process (Bedford QA),BED,,,No,Yes,"""Process for releasing product under customer concession
Includes the steps required to adequately and consistently document occurrences for instances when customers will accept product that does not conform to requirements (ie. aged inventory; expired product) upon concession and allowing for products to be shipped to customers under these circumstances."" Training required for supporting customer operations team."
CUR-LSG-BED-QA-0006,Customer Notification (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0007,Customer Complaints (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0008,Customer/Regulatory Audits (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0009,Animal Origin (AO) (Bedford QA),BED,,,No,Yes,"Training is to provide a basic understanding of Animal Origin/Animal Origin Free definitions and Bedford procedures.
"
