Item,Title,Security Domain ID,Assignment Type,Method ID,Source ID,Active,Safety Related,Create Date,Revision Number,Approved,Approval Date,Duration,Credit Hours,CPE Hours,Contact Hours,Description,SKU,Production Ready,Process ID,Approval Required,Initial Period,Initial Number,Initial Basis,Retraining Period,Retraining Number,Retraining Basis,Rating,Course ID
OJT LSG-BED-MTN-OJT-0007 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Diaphragm Pump Annual PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Annual preventative maintenance on air operated diaphragm pumps. Completion of this role also covers Monthly and Quarterly PMs: Trainer to review PM differences and train to these differences using other existing roles. Covers all waste streams, pump sizes and locations.",SKU-1674146,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0008 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Dryer Annual PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Annual preventative maintenance on POROS process dryers. Completion of this role also covers Monthly, Quarterly and Semi-annual PMs: Trainer to review PM differences and train to these differences using other existing roles.",SKU-1674147,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0009 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Glass Lined Vessel QUARTERLY PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Completion also covers Monthly and Annual,SKU-1674148,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0010 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Lift Station Pump Quarterly PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Quarterly preventative maintenance on lift station centrifugal pumps. Covers all pump locations including elutriation sump pit.,SKU-1674149,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0011 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Mixing Vessel QUARTERLY PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Completion also covers Annual,SKU-1674150,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0012 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oil Analysis PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,covers gear box and hydraulic packs on all equipment,SKU-1674151,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0013 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Hot Glycol Filter PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Quarterly preventative maintenance on the hot glycol system filter housings located in the POROS suites,SKU-1674152,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0014 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Peristaltic Pump Annual PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Annual preventative maintenance on peristaltic style process pumps. Covers lab pumps as well as waste water chemical addition pumps.,SKU-1674153,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0015 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Rupture Disk Change (All Equipment) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674154,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0016 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Seal Monitoring PM (Weekly) (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Weekly preventative maintenance to inspect POROS vessel mechanical seals.,SKU-1674155,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0017 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Solvent Line Leak Inspection (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Weekly safety walk through 2 Preston CT to identify any leaks or issues related to the tank farm and solvent delivery lines.,SKU-1674156,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0018 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),TCU Pump Quarterly PM (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Quarterly preventative maintenance on temperature control unit centrifugal pumps. Covers all locations.,SKU-1674157,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0019 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Temp/Humidity Chart Recording (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Monthly data analysis and download of site wide temperature and humidity readings in critical areas.,SKU-1674158,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0020 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Vent Condenser Cold Glycol Temperature Trending (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Weekly preventative maintenance to verify cold glycol temperatures supplied to the POROS vent condenser.,SKU-1674159,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTN-OJT-0021 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Waste Pump Leak Inspection (Bedford and Chelmsford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Weekly safety inspection of all organic diaphragm pumps in Process areas. Used to identify any issues that could result in solvent spills.,SKU-1674160,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0001 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),2 Preston Court Vacuum Pump Operation (Bedford MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,OJT Mainenance - Vacuum Pump Operation  at 2 Preston Court,SKU-1674164,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0002 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),2 Preston Lift Procedure (Bedford  MA Sites),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,This training module covers the proper techniques for transferring items to/from penthouse to/from lower level floor.,SKU-1674165,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0003 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),2P Plant Startup (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"This training is to cover plant restart steps in order to return the 2 Preston Ct. Bedford, MA Thermo Fisher Scientific facility back to operational capacity after a plant shutdown, power outage, or other cause that would render the building inoperable. The intention is to be able to hand the plant back to Manufacturing after an outage event occurs in a timely, reliable, and consistent manner.",SKU-1674166,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0004 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Acid V-1671 Draining and Rinsing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674167,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0005 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),BED Solvent Pump Semi-Annual PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Semi-Annual preventative maintenance on all solvent delivery pumps ( Acetone, Methanol and THF)",SKU-1674168,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0006 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Budzar TCU Annual PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Annual preventative maintenance on Budzar temperature control unit in the pilot plant area. Completion of this role also covers the Quarterly PM.,SKU-1674169,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0007 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),BED Maintenance VFD Programming (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674170,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0008 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),V-7020 Annual PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Annual preventative maintenance on 30 gallon glass lined vessel located in the Pilot plant area. Competition of this roles also covers Quarterly PM,SKU-1674171,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0009 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),V-7050 Annual PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Annual preventative maintenance on 0.1m Nutche located in the Pilot plant area. Competition of this roles also covers the Quarterly PM,SKU-1674172,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0010 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),V-7060 Annual PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Annual preventative maintenance on 0.2m Nutche located in the Pilot plant area. Competition of this roles also covers the Quarterly PM,SKU-1674173,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0011 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Waste Water Caustic Transfer Pump (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Monthly preventative maintenance on the 2 Preston Ct waste water room caustic transfer pump.,SKU-1674174,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0012 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Waste Water Room PM (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Monthly preventative maintenance on the 2 Preston Ct waste water system. Covers inspection, cleaning and testing of various system components.",SKU-1674175,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNB-OJT-0013 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Waste Water Room Strainer (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Quarterly preventative maintenance on the 2 Preston Ct waste water system waste stream strainer baskets,SKU-1674176,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0001 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),220M Waste Water Acid Addition (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674177,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0002 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),220M Waste Water Caustic Addition (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674178,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0003 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),220M Waste Water Monthly PM ( Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674179,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0004 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),220M Waste Water Quarterly Strainer PM (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674180,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0005 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),220M Waste Water pH Probe Replacement (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674181,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0006 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),CHM Maintenance VFD Programming (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674183,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-MTNC-OJT-0007 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),CHM Solvent Pump Semi-Annual PM (Chelmsford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Semi-Annual preventative maintenance on all solvent delivery pumps ( Acetone, Methanol and THF)",SKU-1674184,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0001 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),50g XQ (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for 50g XQ,SKU-1674203,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0002 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),AAV 7 L Scale MFG (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for AAV 7 L Scale MFG,SKU-1674204,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0003 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),AAV Buffer Prep (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for AAV Buffer Prep,SKU-1674205,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0004 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),AAV Pilot Scale CDI Activation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for AAV 14L & 42L Scale MFG,SKU-1674206,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0005 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),"AAV Pilot Scale Coupling Buffer, Ligand Prep, and Start Coupling (Bedford MA Site)",BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for AAV 14L & 42L Scale MFG,SKU-1674207,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0006 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),"AAV Pilot Scale Washing, Blocking, Discharge to Carboys (Bedford MA Site)",BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for AAV 14L & 42L Scale MFG,SKU-1674208,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0007 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),AL150 4KG Processing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674209,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0008 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),C450 Lab Scale Coupling Prep & RXN (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Process will be performed in lab scale glassware. Training will cover the operation of the lab scale equipment with an OJT of the process.,SKU-1674210,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0009 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),C450 Lab Scale Post Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Process will be performed in lab scale glassware. Training will cover the operation of the lab scale equipment and process.,SKU-1674211,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0010 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),CAN Solution Prep (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for CAN Solution Prep,SKU-1674212,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0011 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Ceric Sulfate Qualifications (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Ceric Sulfate Qualifications,SKU-1674213,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0012 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),ClusterinClear Coupling Prep and RXN Start (PP) (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Vessel prep, Coupling buffer, ligand prep and coupling reaction start",SKU-1674214,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0013 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),ClusterinClear Pilot Scale Post Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Post coupling washing, blocking reaction, transfer to cone, discharge",SKU-1674215,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0014 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),EP250/450 Qualifications (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for EP250/450 Qualifications,SKU-1674216,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0015 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),FcXP Lab Scale Coupling Prep and RXN (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Training to include Lab equipment prep, Coupling buffer, ligand prep and coupling reaction start",SKU-1674217,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0016 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),FcXP Lab Scale Post Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,"Training to include Post coupling washing, blocking reaction, transfer to cone, discharge",SKU-1674218,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0017 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),General Buffer Prep - Pilot Plant (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for General Buffer Prep,SKU-1674219,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0018 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),General Glassware Cleaning - Pilot Plant (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for General Glassware Cleaning,SKU-1674220,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0019 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),General Reactor Basewashing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Currently covers V-7020 and V-7050,SKU-1674221,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0020 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Glassware/Equipment General Basewashing - Pilot Plant (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Glassware/Equipment General Basewashing,SKU-1674222,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0021 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),HIC 4 Kg processing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for HIC 4 Kg processing,SKU-1674223,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0022 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),HIC 500 gram processing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for HIC 500 gram processing,SKU-1674224,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0023 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),MMCEX Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,New product introduction. Process will be performed in V-7050 with the use of the TCUs. Training will cover the operation of the equipment with an OJT of the process.,SKU-1674225,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0024 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),MMCEX Elutriation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,New product introduction. Process will be elutriated. Training will cover the operation of the equipment with an OJT of the process.,SKU-1674226,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0025 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),MMCEX Washing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,New product introduction. Process will be performed in V-7050 with the use of the TCUs. Training will cover the operation of the equipment with an OJT of the process.,SKU-1674227,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0026 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),O2 Meter Operation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for O2 Meter Operation,SKU-1674228,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0027 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 1 to 10 L Scale Coupling (Moderna) (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Oligo dT 1 to 10 L Scale (Moderna),SKU-1674229,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0028 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 1 to 10 L Scale Bulk Packaging (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674230,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0029 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 1 to 10 L Scale Polishing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674231,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0030 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),"Oligo dT 1 to 10 L Scale Washes, Block, Washes, Discharge to Carboy (Bedford MA Site)",BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674232,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0031 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 30L Scale Buffer Prep (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674233,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0032 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 30L Scale Bulk Packaging (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674234,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0033 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT 30L Scale Polishing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674235,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0034 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT Buffer Prep (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674236,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0035 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT Nutsche Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674237,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0036 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Oligo dT Nutsche Post-Coupling (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674238,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0037 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Packaging and Labeling for Pilot Plant (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Packaging and Labeling for Pilot Plant,SKU-1674239,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0038 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),pH/Cond Meter Operation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for pH/Cond Meter Operation,SKU-1674240,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0039 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Pilot Plant Elutriation (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Pilot Plant Elutriation,SKU-1674241,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0040 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Pilot Plant Facility Cleaning  (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Pilot Plant Facility Cleaning,SKU-1674242,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0041 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Pilot Plant Nutsche Cleaning (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for V-7050 Cleaning.,SKU-1674243,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0042 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),Polishing (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,Training for Polishing,SKU-1674244,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0043 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Anti-A/B Buffer Prep (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674245,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0044 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Anti-A/B Bulk Packaging (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674246,Y,,No,Days,28,Event,,,,,
OJT LSG-BED-PILO-OJT-0045 (Rev 1 - 14/Feb/2025 10:00 AM America/Indianapolis),POROS Anti-A/B Coupling Start (Bedford MA Site),BED,REQ,,,Yes,No,8-Apr-25,1,No,14-Feb-25,1,,,,,SKU-1674247,Y,,No,Days,28,Event,,,,,
